"Date","RowNum","Num","Rep","RowNumNumRep","EL_stem1","EL_stem2","moist_1","moist_2","moist_3","notes","X","days","Var"
2016-09-29,12,1,"R1","12.1.R1",11,11,9.1,9.5,9.2,"",NA,45,"Aligote"
2016-09-29,22,9,"R3","22.9.R3",11,11,10.1,11.1,9.1,"",NA,45,"Durif2"
2016-09-29,24,1,"R8","24.1.R8",11,11,10.8,10.9,9.5,"",NA,45,"Barbera"
2016-09-29,26,6,"R1","26.6.R1",11,NA,11.8,11.2,11.1,"",NA,45,"Sangiovese"
2016-09-29,13,3,"R3","13.3.R3",7,11,12.9,14.3,10.5,"",NA,45,"Pinot gris"
2016-09-29,13,9,"R2","13.9.R2",11,NA,13,11.8,13.3,"",NA,45,"Cabernet franc"
2016-09-29,15,3,"R2","15.3.R2",11,NA,14.1,11.7,12.9,"",NA,45,"Merlot"
2016-09-29,20,5,"R2","20.5.R2",11,11,11.9,14.3,14.5,"",NA,45,"Gewurtztraminer"
2016-09-29,40,9,"R3","40.9.R3",16,NA,13.9,14.3,15.6,"",NA,45,"Ruby Cabernet"
2016-09-29,38,7,"R6","38.7.R6",NA,NA,NA,NA,NA,"",NA,45,"Verdelho"
2016-09-29,20,2,"R6","20.2.R6",NA,NA,NA,NA,NA,"",NA,45,"Valdepenas"
2016-09-29,34,5,"R1","34.5.R1",11,11,11.4,10.5,11.9,"",NA,45,"Morrastel"
2016-09-29,29,3,"R8","29.3.R8",11,NA,9.7,10.8,11,"",NA,45,"Schiopettino"
2016-09-29,26,6,"R6","26.6.R6",11,11,9.2,9.9,8.5,"",NA,45,"Sangiovese"
2016-09-29,16,1,"R6","16.1.R6",11,11,10.8,9.5,11.2,"",NA,45,"Sauvignon blanc"
2016-09-29,42,7,"R4","42.7.R4",11,NA,10.9,12.7,11.3,"",NA,45,"Early Muscat"
2016-09-29,32,7,"R4","32.7.R4",11,11,10.6,10.7,9.9,"",NA,45,"Pinotage"
2016-09-29,18,3,"R6","18.3.R6",11,11,9.7,9.1,9.2,"",NA,45,"Counoise"
2016-09-29,29,3,"R1","29.3.R1",11,11,9.1,9.8,8.5,"",NA,45,"Schiopettino"
2016-09-29,12,7,"R1","12.7.R1",21,11,14.9,14.3,13.6,"",NA,45,"Gamay Noir"
2016-09-29,19,9,"R5","19.9.R5",11,NA,15.1,14.3,14.4,"",NA,45,"Syrah"
2016-09-29,40,9,"R7","40.9.R7",11,11,12.4,13.2,10.9,"",NA,45,"Ruby Cabernet"
2016-09-29,18,7,"R2","18.7.R2",11,NA,9.4,11.2,9.9,"",NA,45,"Marsanne"
2016-09-29,34,1,"R3","34.1.R3",11,NA,8.9,7.7,8.5,"",NA,45,"Macabeo"
2016-09-29,32,3,"R2","32.3.R2",11,11,11.4,12.1,10.7,"",NA,45,"Zinfandel/Primitivo"
2016-09-29,22,7,"R8","22.7.R8",11,11,11.4,12,12.1,"",NA,45,"Furmint"
2016-09-29,17,3,"R6","17.3.R6",11,NA,12.9,13.5,12.7,"",NA,45,"Alicante Bouchet"
2016-09-29,14,1,"R7","14.1.R7",11,11,11.1,9.3,10.5,"",NA,45,"Cabernet Sauvignon"
2016-09-29,35,3,"R6","35.3.R6",NA,NA,NA,NA,NA,"",NA,45,"Tempranillo"
2016-09-29,20,4,"R6","20.4.R6",11,NA,14.9,15.5,14.9,"",NA,45,"Viognier"
2016-09-29,42,7,"R2","42.7.R2",11,11,9.5,9.6,9.2,"",NA,45,"Early Muscat"
2016-09-29,16,1,"R7","16.1.R7",NA,NA,NA,NA,NA,"",NA,45,"Sauvignon blanc"
2016-09-29,17,3,"R2","17.3.R2",11,11,14.7,12.6,12.8,"",NA,45,"Alicante Bouchet"
2016-09-29,21,9,"R4","21.9.R4",11,NA,10.8,13.4,13.5,"",NA,45,"Gruner Veltiner"
2016-09-29,28,7,"R5","28.7.R5",11,11,11.8,13.2,12.5,"",NA,45,"Refosco"
2016-09-29,14,1,"R5","14.1.R5",11,11,10.1,11.7,11,"",NA,45,"Cabernet Sauvignon"
2016-09-29,27,1,"R1","27.1.R1",11,11,14.1,13.3,15.8,"",NA,45,"Coda di Volpe"
2016-09-29,20,4,"R4","20.4.R4",11,11,10.5,9.9,10.2,"",NA,45,"Viognier"
2016-09-29,19,9,"R9","19.9.R9",11,11,12.9,10.7,12,"",NA,45,"Syrah"
2016-09-29,18,1,"R7","18.1.R7",11,NA,13.4,11.2,8.9,"",NA,45,"Cinsault"
2016-09-29,44,1,"R6","44.1.R6",11,NA,8.1,8.6,8.4,"",NA,45,"Ruby Seedless"
2016-09-29,18,7,"R1","18.7.R1",21,11,9.7,7.8,9.2,"",NA,45,"Marsanne"
2016-09-29,39,7,"R8","39.7.R8",17,NA,12.9,12.2,12.5,"",NA,45,"Carnelian"
2016-09-29,43,3,"R3","43.3.R3",11,11,9.9,10.7,13.2,"apex on stem 1 died",NA,45,"July Muscat"
2016-09-29,19,7,"R2","19.7.R2",11,11,15.3,14,13.3,"",NA,45,"Roussanne"
2016-09-29,18,5,"R1","18.5.R1",NA,NA,NA,NA,NA,"",NA,45,"Durif1"
2016-09-29,12,7,"R6","12.7.R6",9,23,12.6,11.5,13.2,"",NA,45,"Gamay Noir"
2016-09-29,13,3,"R6","13.3.R6",9,11,11.9,12.6,13.3,"",NA,45,"Pinot gris"
2016-09-29,13,9,"R3","13.9.R3",11,NA,11.5,12.1,10.6,"",NA,45,"Cabernet franc"
2016-09-29,25,9,"R1","25.9.R1",11,11,11.1,9.2,9.9,"",NA,45,"Nebbiolo"
2016-09-29,28,7,"R1","28.7.R1",11,11,12.5,10.3,11.3,"",NA,45,"Refosco"
2016-09-29,12,3,"R5","12.3.R5",11,11,11.5,12.3,11,"",NA,45,"Auxerrois"
2016-09-29,21,9,"R2","21.9.R2",11,11,11.7,14.3,14,"",NA,45,"Gruner Veltiner"
2016-09-29,18,7,"R8","18.7.R8",11,NA,16.3,16.6,13,"",NA,45,"Marsanne"
2016-09-29,20,2,"R2","20.2.R2",11,9,9.7,9.2,11.4,"",NA,45,"Valdepenas"
2016-09-29,22,9,"R4","22.9.R4",11,11,8.8,9.1,9.2,"",NA,45,"Durif2"
2016-09-29,43,3,"R1","43.3.R1",11,NA,13.1,14.5,13.4,"",NA,45,"July Muscat"
2016-09-29,29,7,"R4","29.7.R4",11,11,11,13.3,15.6,"",NA,45,"Tocai Friulano"
2016-09-29,12,5,"R6","12.5.R6",11,NA,11.7,12.3,12.8,"",NA,45,"Chardonnay"
2016-09-29,13,3,"R7","13.3.R7",11,NA,13,13.5,15.1,"",NA,45,"Pinot gris"
2016-09-29,13,5,"R5","13.5.R5",19,NA,12.5,13.3,13.8,"",NA,45,"Pinot  Meunier"
2016-09-29,27,1,"R5","27.1.R5",11,NA,11.9,12.3,10.8,"",NA,45,"Coda di Volpe"
2016-09-29,18,7,"R3","18.7.R3",11,NA,12.2,11.5,11.7,"",NA,45,"Marsanne"
2016-09-29,22,7,"R2","22.7.R2",11,1,11.4,9.9,12.2,"",NA,45,"Furmint"
2016-09-29,21,9,"R7","21.9.R7",11,NA,15.4,14.7,13.4,"",NA,45,"Gruner Veltiner"
2016-09-29,15,3,"R4","15.3.R4",11,NA,13.1,12.5,12.5,"",NA,45,"Merlot"
2016-09-29,32,7,"R1","32.7.R1",23,NA,10.7,12.2,12.2,"",NA,45,"Pinotage"
2016-09-29,32,5,"R1","32.5.R1",11,11,10.5,10.1,9.9,"",NA,45,"Rkatsiteli"
2016-09-29,17,3,"R8","17.3.R8",11,NA,11.1,12,11.4,"",NA,45,"Alicante Bouchet"
2016-09-29,23,7,"R8","23.7.R8",11,NA,11.2,10.4,11,"",NA,45,"Szagos feher"
2016-09-29,32,3,"R4","32.3.R4",11,NA,13.6,13.3,13.9,"",NA,45,"Zinfandel/Primitivo"
2016-09-29,18,7,"R7","18.7.R7",11,11,11.3,12.3,10.4,"",NA,45,"Marsanne"
2016-09-29,13,5,"R1","13.5.R1",7,21,12.1,13.8,12.1,"",NA,45,"Pinot  Meunier"
2016-09-29,26,6,"R3","26.6.R3",11,11,9.3,9.2,9.5,"",NA,45,"Sangiovese"
2016-09-29,20,2,"R1","20.2.R1",NA,NA,NA,NA,NA,"",NA,45,"Valdepenas"
2016-09-29,23,7,"R5","23.7.R5",11,11,13.2,10.4,9.9,"",NA,45,"Szagos feher"
2016-09-29,20,4,"R5","20.4.R5",11,11,12.7,13,11.6,"",NA,45,"Viognier"
2016-09-29,43,3,"R5","43.3.R5",11,NA,11.2,13,12.2,"",NA,45,"July Muscat"
2016-09-29,12,3,"R4","12.3.R4",11,11,10.8,10.4,11,"",NA,45,"Auxerrois"
2016-09-29,39,3,"R3","39.3.R3",23,NA,10.3,10.1,10.6,"",NA,45,"Calzin"
2016-09-29,23,7,"R1","23.7.R1",11,NA,11,10.4,10.9,"",NA,45,"Szagos feher"
2016-09-29,NA,NA,"","UNLABELED 3",11,11,9.9,9.3,10,"",NA,45,NA
2016-09-29,27,1,"R2","27.1.R2",11,NA,9.2,9.4,8.4,"",NA,45,"Coda di Volpe"
2016-09-29,18,3,"R7","18.3.R7",11,NA,15.4,15.2,14.2,"",NA,45,"Counoise"
2016-09-29,NA,NA,"","UNLABELED 2",11,15,11,11.8,9.9,"",NA,45,NA
2016-09-29,21,9,"R5","21.9.R5",11,11,11.9,13,13.9,"",NA,45,"Gruner Veltiner"
2016-09-29,34,1,"R5","34.1.R5",9,11,13,9.6,11.4,"",NA,45,"Macabeo"
2016-09-29,42,7,"R3","42.7.R3",11,NA,11.6,12,12.1,"",NA,45,"Early Muscat"
2016-09-29,39,7,"R7","39.7.R7",11,NA,11.7,14.4,12.8,"",NA,45,"Carnelian"
2016-09-29,34,5,"R4","34.5.R4",11,11,11.2,14.8,12.6,"",NA,45,"Morrastel"
2016-09-29,35,3,"R4","35.3.R4",11,11,12,13.7,12.5,"",NA,45,"Tempranillo"
2016-09-29,18,7,"R6","18.7.R6",11,11,11.3,13,11,"",NA,45,"Marsanne"
2016-09-29,18,3,"R5","18.3.R5",11,NA,10.9,13.2,14.3,"",NA,45,"Counoise"
2016-09-29,12,3,"R2","12.3.R2",11,11,10.3,11.5,11.2,"stem 2 inflor dried up/dead (9 leaves)",NA,45,"Auxerrois"
2016-09-29,13,9,"R6","13.9.R6",11,11,10.9,9.9,9.5,"",NA,45,"Cabernet franc"
2016-09-29,14,3,"R1","14.3.R7",11,11,8.2,8.3,8.9,"",NA,45,"Carmenere"
2016-09-29,32,7,"R3","32.7.R3",11,19,9.2,9.3,9.6,"",NA,45,"Pinotage"
2016-09-29,19,7,"R5","19.7.R5",11,NA,11.7,10.7,9.6,"",NA,45,"Roussanne"
2016-09-29,19,9,"R3","19.9.R3",NA,NA,NA,NA,NA,"",NA,45,"Syrah"
2016-09-29,18,1,"R8","18.1.R8",11,NA,10.9,10.9,9.2,"",NA,45,"Cinsault"
2016-09-29,34,5,"R6","34.5.R6",11,11,11.5,13.2,11.9,"",NA,45,"Morrastel"
2016-09-29,13,9,"R7","13.9.R7",11,11,11.9,9.9,12.6,"",NA,45,"Cabernet franc"
2016-09-29,20,5,"R9","20.5.R9",11,NA,8.4,11.8,13.7,"",NA,45,"Gewurtztraminer"
2016-09-29,26,6,"R7","26.6.R7",11,NA,15.8,16.9,16.2,"",NA,45,"Sangiovese"
2016-09-29,24,1,"R5","24.1.R5",11,NA,14.8,15.2,14,"",NA,45,"Barbera"
2016-09-29,29,7,"R6","29.7.R6",11,11,12.9,10.7,10.3,"",NA,45,"Tocai Friulano"
2016-09-29,12,1,"R4","12.1.R4",11,11,7.7,11.2,10.6,"",NA,45,"Aligote"
2016-09-29,22,7,"R6","22.7.R6",11,NA,10.2,10.7,10,"",NA,45,"Furmint"
2016-09-29,14,3,"R6","14.3.R6",11,NA,8.2,7.6,8.8,"",NA,45,"Carmenere"
2016-09-29,25,9,"R5","25.9.R5",11,11,13.1,13.8,12.1,"",NA,45,"Nebbiolo"
2016-09-29,13,9,"R4","13.9.R4",9,11,10.1,10.6,10.4,"",NA,45,"Cabernet franc"
2016-09-29,12,5,"R1","12.5.R1",11,11,12.2,13.4,12.4,"",NA,45,"Chardonnay"
2016-09-29,13,3,"R4","13.3.R4",NA,NA,NA,NA,NA,"",NA,45,"Pinot gris"
2016-09-29,13,3,"R2","13.3.R2",11,NA,11.4,12,12.1,"",NA,45,"Pinot gris"
2016-09-29,24,9,"R7","24.9.R7",NA,NA,NA,NA,NA,"",NA,45,"Dolcetto"
2016-09-29,14,1,"R8","14.1.R8",11,NA,16.1,16.1,15.2,"",NA,45,"Cabernet Sauvignon"
2016-09-29,42,7,"R5","42.7.R5",11,11,11.4,11.7,10.1,"",NA,45,"Early Muscat"
2016-09-29,20,5,"R6","20.5.R6",11,NA,13,13.3,13.7,"",NA,45,"Gewurtztraminer"
2016-09-29,12,10,"R4","12.10.R4",11,NA,12.4,13.7,12.9,"",NA,45,"Melon"
2016-09-29,19,9,"R7","19.9.R7",11,11,12.1,13.1,14,"",NA,45,"Syrah"
2016-09-29,22,7,"R1","22.7.R1",11,NA,11.3,7.6,10.4,"",NA,45,"Furmint"
2016-09-29,24,9,"R3","24.9.R3",11,NA,9.2,8.2,7.9,"",NA,45,"Dolcetto"
2016-09-29,19,7,"R6","19.7.R6",11,NA,13.8,14.6,13.3,"",NA,45,"Roussanne"
2016-09-29,21,7,"R6","21.7.R6",11,NA,11.6,11.4,12.6,"",NA,45,"Chasselas doree"
2016-09-29,40,9,"R4","40.9.R4",11,NA,10.9,10.8,10.5,"",NA,45,"Ruby Cabernet"
2016-09-29,38,7,"R4","38.7.R4",NA,NA,NA,NA,NA,"",NA,45,"Verdelho"
2016-09-29,39,3,"R5","39.3.R5",15,NA,10.6,9.8,10.3,"",NA,45,"Calzin"
2016-09-29,20,5,"R8","20.5.R8",11,NA,10.4,10,10.3,"",NA,45,"Gewurtztraminer"
2016-09-29,32,7,"R5","32.7.R5",11,11,9.7,10.5,9.6,"",NA,45,"Pinotage"
2016-09-29,20,4,"R1","20.4.R1",11,NA,10.1,10.3,9.9,"",NA,45,"Viognier"
2016-09-29,15,3,"R6","15.3.R6",11,11,9.3,9.4,9.8,"",NA,45,"Merlot"
2016-09-29,13,3,"R9","13.3.R9",11,NA,11.6,12,12,"",NA,45,"Pinot gris"
2016-09-29,18,3,"R2","18.3.R2",11,NA,9.8,8.5,10.8,"",NA,45,"Counoise"
2016-09-29,38,7,"R5","38.7.R5",NA,NA,NA,NA,NA,"",NA,45,"Verdelho"
2016-09-29,29,7,"R2","29.7.R2",11,11,11.1,11.3,10.5,"",NA,45,"Tocai Friulano"
2016-09-29,15,3,"R5","15.3.R5",11,NA,12.3,10.9,12.9,"",NA,45,"Merlot"
2016-09-29,28,7,"R6","28.7.R6",11,11,10.7,10.3,10.8,"",NA,45,"Refosco"
2016-09-29,22,9,"R8","22.9.R8",11,11,7.9,10.3,8.4,"",NA,45,"Durif2"
2016-09-29,26,6,"R5","26.6.R5",11,11,11.1,10.7,9.7,"",NA,45,"Sangiovese"
2016-09-29,32,7,"R2","32.7.R2",11,25,13.4,13.3,12.5,"",NA,45,"Pinotage"
2016-09-29,34,7,"R6","34.7.R6",11,NA,14.2,13.6,13.3,"",NA,45,"Palomino"
2016-09-29,39,3,"R1","39.3.R1",11,NA,10.1,9.5,9.4,"",NA,45,"Calzin"
2016-09-29,35,3,"R2","35.3.R2",11,11,12.7,14,10.4,"",NA,45,"Tempranillo"
2016-09-29,24,1,"R6","24.1.R6",11,11,13.5,13.3,12.5,"",NA,45,"Barbera"
2016-09-29,14,3,"R8","14.3.R8",7,11,10.4,10.4,12.5,"",NA,45,"Carmenere"
2016-09-29,29,3,"R2","29.3.R2",11,11,9.3,9.1,9.2,"",NA,45,"Schiopettino"
2016-09-29,40,9,"R5","40.9.R5",20,NA,10.2,10.8,10.8,"",NA,45,"Ruby Cabernet"
2016-09-29,12,5,"R4","12.5.R4",11,11,13.2,13.6,14.2,"",NA,45,"Chardonnay"
2016-09-29,28,7,"R2","28.7.R2",11,NA,13.4,13.4,14.2,"",NA,45,"Refosco"
2016-09-29,35,3,"R3","35.3.R3",11,11,10.3,8.8,8.1,"",NA,45,"Tempranillo"
2016-09-29,43,3,"R4","43.3.R4",11,11,12.1,14.3,12.8,"apex on stems 1 died",NA,45,"July Muscat"
2016-09-29,19,7,"R1","19.7.R1",11,11,10.5,10.3,10.9,"",NA,45,"Roussanne"
2016-09-29,16,1,"R1","16.1.R1",NA,NA,NA,NA,NA,"",NA,45,"Sauvignon blanc"
2016-09-29,19,7,"R3","19.7.R3",11,11,12.5,11.1,11.7,"",NA,45,"Roussanne"
2016-09-29,39,7,"R3","39.7.R3",11,NA,11.5,11.6,11.3,"",NA,45,"Carnelian"
2016-09-29,13,9,"R5","13.9.R5",11,9,9.2,10.6,12,"",NA,45,"Cabernet franc"
2016-09-29,40,9,"R8","40.9.R8",21,NA,8.2,10.3,8.9,"",NA,45,"Ruby Cabernet"
2016-09-29,16,1,"R2","16.1.R2",11,NA,8.5,8.8,9.6,"",NA,45,"Sauvignon blanc"
2016-09-29,18,5,"R7","18.5.R7",NA,NA,NA,NA,NA,"",NA,45,"Durif1"
2016-09-29,20,4,"R8","20.4.R8",11,11,8.9,12.2,12.4,"",NA,45,"Viognier"
2016-09-29,39,3,"R4","39.3.R4",11,20,10.8,9.8,9.9,"",NA,45,"Calzin"
2016-09-29,44,1,"R2","44.1.R2",11,11,16.3,13.8,10.4,"",NA,45,"Ruby Seedless"
2016-09-29,12,10,"R5","12.10.R5",7,11,13.3,13.5,14.8,"",NA,45,"Melon"
2016-09-29,18,3,"R9","18.3.R9",11,NA,12.6,12.8,10.8,"",NA,45,"Counoise"
2016-09-29,35,3,"R1","35.3.R1",11,11,8.9,9.8,8.4,"",NA,45,"Tempranillo"
2016-09-29,20,5,"R1","20.5.R1",11,NA,10.7,11.2,10.8,"",NA,45,"Gewurtztraminer"
2016-09-29,22,1,"R3","22.1.R3",11,NA,9.9,10.1,10,"",NA,45,"Rotgipfler"
2016-09-29,12,1,"R2","12.1.R2",11,11,10.1,11.4,10,"",NA,45,"Aligote"
2016-09-29,21,7,"R1","21.7.R1",11,NA,9.1,11.1,9.6,"",NA,45,"Chasselas doree"
2016-09-29,17,2,"R3","17.2.R3",11,11,12.4,12.3,10.9,"",NA,45,"Ugni blanc/Trebbiano"
2016-09-29,25,9,"R6","25.9.R6",11,11,9.8,9.7,9.7,"",NA,45,"Nebbiolo"
2016-09-29,23,7,"R3","23.7.R3",11,23,9.8,9.9,9.8,"",NA,45,"Szagos feher"
2016-09-29,34,5,"R5","34.5.R5",11,NA,10.9,11.7,12.9,"",NA,45,"Morrastel"
2016-09-29,32,3,"R1","32.3.R1",11,11,8.7,9.7,8.7,"",NA,45,"Zinfandel/Primitivo"
2016-09-29,23,7,"R7","23.7.R7",11,11,10.2,9.7,9.8,"",NA,45,"Szagos feher"
2016-09-29,17,2,"R1","17.2.R1",11,11,9,8.5,8.6,"",NA,45,"Ugni blanc/Trebbiano"
2016-09-29,22,9,"R1","22.9.R1",11,NA,10.8,11.9,11.2,"",NA,45,"Durif2"
2016-09-29,14,3,"R3","14.3.R3",11,11,12.1,13.2,13.4,"",NA,45,"Carmenere"
2016-09-29,29,3,"R6","29.3.R6",11,NA,10.5,8.8,11.2,"",NA,45,"Schiopettino"
2016-09-29,14,1,"R2","14.1.R2",11,NA,9.8,13.1,10.7,"",NA,45,"Cabernet Sauvignon"
2016-09-29,26,6,"R4","26.6.R4",11,11,8.7,9.9,8.5,"",NA,45,"Sangiovese"
2016-09-29,32,5,"R2","32.5.R2",11,NA,11.9,11.9,11.4,"",NA,45,"Rkatsiteli"
2016-09-29,22,7,"R7","22.7.R7",11,NA,8.9,8.8,8.7,"",NA,45,"Furmint"
2016-09-29,13,3,"R8","13.3.R8",11,NA,9.6,9.8,9.5,"",NA,45,"Pinot gris"
2016-09-29,13,9,"R1","13.9.R1",11,9,8.9,8.6,8.9,"",NA,45,"Cabernet franc"
2016-09-29,18,3,"R3","18.3.R3",11,11,7.4,8.2,7.7,"",NA,45,"Counoise"
2016-09-29,12,10,"R3","12.10.R3",11,11,11,11,11.2,"",NA,45,"Melon"
2016-09-29,20,5,"R4","20.5.R4",11,NA,10.8,10.9,11.7,"",NA,45,"Gewurtztraminer"
2016-09-29,NA,NA,"","UNLABELED 4",11,11,12.3,11.7,11.3,"",NA,45,NA
2016-09-29,34,1,"R1","34.1.R1",11,11,8.3,8.2,8.4,"",NA,45,"Macabeo"
2016-09-29,12,5,"R7","12.5.R7",11,NA,10.3,10.8,9.6,"",NA,45,"Chardonnay"
2016-09-29,38,7,"R1","38.7.R1",11,12,9.6,8.3,8.7,"",NA,45,"Verdelho"
2016-09-29,32,3,"R5","32.3.R5",11,NA,11.4,10.1,9,"",NA,45,"Zinfandel/Primitivo"
2016-09-29,34,7,"R3","34.7.R3",11,9,9.2,8.3,8.6,"",NA,45,"Palomino"
2016-09-29,43,3,"R2","43.3.R2",11,11,12.3,11.6,11.7,"",NA,45,"July Muscat"
2016-10-03,18,1,"R5","18.1.R5",11,11,13.3,13.8,14.3,"",NA,49,"Cinsault"
2016-10-03,18,1,"R2","18.1.R2",11,11,15.9,14,14.7,"",NA,49,"Cinsault"
2016-10-03,39,7,"R9","39.7.R9",23,NA,13.8,11.2,13.5,"",NA,49,"Carnelian"
2016-10-03,34,5,"R3","34.5.R3",11,11,16.9,17.3,14.3,"",NA,49,"Morrastel"
2016-10-03,29,7,"R1","29.7.R1",16,NA,12.4,13.8,14.3,"",NA,49,"Tocai Friulano"
2016-10-03,14,3,"R9","14.3.R9",11,11,13.1,13.3,13.7,"",NA,49,"Carmenere"
2016-10-03,18,3,"R8","18.3.R8",11,11,15.8,15.7,15,"",NA,49,"Counoise"
2016-10-03,18,1,"R4","18.1.R4",11,11,15.9,16.1,17,"",NA,49,"Cinsault"
2016-10-03,20,4,"R7","20.4.R7",11,11,15.1,16.5,12.1,"",NA,49,"Viognier"
2016-10-03,24,9,"R6","24.9.R6",11,11,17.2,17.2,19,"",NA,49,"Dolcetto"
2016-10-03,24,9,"R5","24.9.R5",11,11,11.8,13,12.4,"",NA,49,"Dolcetto"
2016-10-03,23,7,"R4","23.7.R4",11,11,15,13.1,13.7,"",NA,49,"Szagos feher"
2016-10-03,39,7,"R1","39.7.R1",11,NA,16.3,15,14.4,"",NA,49,"Carnelian"
2016-10-03,22,7,"R3","22.7.R3",11,NA,14.8,15.2,15.1,"",NA,49,"Furmint"
2016-10-03,12,1,"R7","12.1.R7",11,11,14.4,12.8,14.7,"",NA,49,"Aligote"
2016-10-03,12,1,"R5","12.1.R5",11,NA,15.7,16.1,15.6,"",NA,49,"Aligote"
2016-10-03,22,1,"R6","22.1.R6",11,NA,12.2,16.6,16,"",NA,49,"Rotgipfler"
2016-10-03,34,1,"R2","34.1.R2",11,11,12,13.5,13.7,"",NA,49,"Macabeo"
2016-10-03,39,7,"R2","39.7.R2",11,21,14.4,14.9,17.7,"",NA,49,"Carnelian"
2016-10-03,22,1,"R5","22.1.R5",11,11,16,14.5,15.4,"",NA,49,"Rotgipfler"
2016-10-03,19,9,"R6","19.9.R6",11,11,14.1,15.4,15.2,"",NA,49,"Syrah"
2016-10-03,25,9,"R4","25.9.R4",11,11,13.3,13.3,13,"",NA,49,"Nebbiolo"
2016-10-03,12,7,"R4","12.7.R4",7,23,15.9,15.8,15.7,"",NA,49,"Gamay Noir"
2016-10-03,22,7,"R5","22.7.R5",11,NA,13.1,13.3,13.6,"",NA,49,"Furmint"
2016-10-03,29,3,"R4","29.3.R4",11,NA,11.6,11,11.5,"",NA,49,"Schiopettino"
2016-10-03,14,1,"R4","14.1.R4",11,NA,11.1,12.3,11.8,"",NA,49,"Cabernet Sauvignon"
2016-10-03,18,7,"R4","18.7.R4",11,NA,11.3,12.4,11.4,"",NA,49,"Marsanne"
2016-10-03,20,2,"R3","20.2.R3",11,11,14,13.5,11.5,"",NA,49,"Valdepenas"
2016-10-03,23,7,"R6","23.7.R6",11,11,16.7,15.8,13.7,"",NA,49,"Szagos feher"
2016-10-03,29,3,"R3","29.3.R3",11,11,15.1,14.6,15.1,"",NA,49,"Schiopettino"
2016-10-03,34,1,"R4","34.1.R4",11,11,16.3,17.2,17.9,"",NA,49,"Macabeo"
2016-10-03,44,1,"R4","44.1.R4",11,NA,13.7,13.9,13.6,"",NA,49,"Ruby Seedless"
2016-10-03,40,9,"R6","40.9.R6",11,11,15.1,16.5,13.7,"",NA,49,"Ruby Cabernet"
2016-10-03,12,7,"R7","12.7.R7",11,NA,14.3,15,14.6,"",NA,49,"Gamay Noir"
2016-10-03,24,1,"R7","24.1.R7",11,11,14.3,14.2,15.8,"",NA,49,"Barbera"
2016-10-03,19,9,"R4","19.9.R4",11,NA,15.5,14.1,14,"",NA,49,"Syrah"
2016-10-03,12,5,"R5","12.5.R5",11,11,13.8,14.9,13.4,"",NA,49,"Chardonnay"
2016-10-03,32,5,"R4","32.5.R4",11,NA,14.3,13.6,12.1,"",NA,49,"Rkatsiteli"
2016-10-03,18,5,"R3","18.5.R3",11,NA,13.1,14.6,13.5,"",NA,49,"Durif1"
2016-10-03,20,2,"R4","20.2.R4",NA,NA,NA,NA,NA,"",NA,49,"Valdepenas"
2016-10-03,24,1,"R3","24.1.R3",9,11,13,11.9,13.4,"",NA,49,"Barbera"
2016-10-03,24,1,"R2","24.1.R2",11,NA,15.3,14.3,13.9,"",NA,49,"Barbera"
2016-10-03,38,7,"R2","38.7.R2",NA,NA,NA,NA,NA,"",NA,49,"Verdelho"
2016-10-03,22,9,"R7","22.9.R7",NA,NA,NA,NA,NA,"",NA,49,"Durif2"
2016-10-03,21,7,"R2","21.7.R2",11,NA,14.6,14.7,14.8,"",NA,49,"Chasselas doree"
2016-10-03,21,7,"R3","21.7.R3",11,NA,16.7,16.5,13,"",NA,49,"Chasselas doree"
2016-10-03,12,7,"R3","12.7.R3",11,11,15.6,16.8,15.7,"",NA,49,"Gamay Noir"
2016-10-03,18,5,"R5","18.5.R5",NA,NA,NA,NA,NA,"",NA,49,"Durif1"
2016-10-03,21,7,"R4","21.7.R4",11,11,14.2,16.9,17,"",NA,49,"Chasselas doree"
2016-10-03,27,1,"R4","27.1.R4",11,NA,13.5,14.5,14.8,"",NA,49,"Coda di Volpe"
2016-10-03,12,7,"R5","12.7.R5",11,NA,14.6,15.8,17.1,"",NA,49,"Gamay Noir"
2016-10-03,21,9,"R1","21.9.R1",9,11,17.1,17.2,16.6,"",NA,49,"Gruner Veltiner"
2016-10-03,34,1,"R6","34.1.R6",11,11,13.7,13.1,12.5,"",NA,49,"Macabeo"
2016-10-03,13,5,"R2","13.5.R2",26,20,14.4,13.6,13.6,"",NA,49,"Pinot  Meunier"
2016-10-03,39,7,"R6","39.7.R6",11,NA,15.9,15.4,14.5,"",NA,49,"Carnelian"
2016-10-03,20,2,"R5","20.2.R5",NA,NA,NA,NA,NA,"",NA,49,"Valdepenas"
2016-10-03,32,3,"R3","32.3.R3",11,11,16.7,17.1,14.7,"",NA,49,"Zinfandel/Primitivo"
2016-10-03,13,5,"R3","13.5.R3",11,NA,14,16.4,16.7,"",NA,49,"Pinot  Meunier"
2016-10-03,18,1,"R1","18.1.R1",9,11,12.1,12.6,13.7,"",NA,49,"Cinsault"
2016-10-03,24,1,"R1","24.1.R1",11,11,12.2,12.1,14.5,"",NA,49,"Barbera"
2016-10-03,21,7,"R5","21.7.R5",11,NA,16.4,17.4,16,"",NA,49,"Chasselas doree"
2016-10-03,20,4,"R3","20.4.R3",11,11,15.1,11.5,12.3,"",NA,49,"Viognier"
