"RowNumNumRep","Var","stage","days","m","intercept","n","Treat","temp"
"13.3.R5","Pinot gris","10% flowering",46.6,0.0600000000000003,46,2,"Chamber 4",34
"18.5.R1","Durif1","10% flowering",39.6452700330079,0.198398763958143,37.6612823934265,7,"Chamber 3",30
"19.9.R3","Syrah","10% flowering",43.5491087504501,0.0834983795462729,42.7141249549874,5,"Chamber 4",34
"20.2.R4","Valdepenas","10% flowering",36.8545632449742,0.156792978710787,35.2866334578663,8,"Chamber 5",37
"38.7.R2","Verdelho","10% flowering",51.2163636363636,0.967272727272727,41.5436363636364,6,"Chamber 5",37
"38.7.R3","Verdelho","10% flowering",37.2866483751425,0.15486031927024,35.7380451824401,8,"Chamber 4",34
"38.7.R4","Verdelho","10% flowering",33.937979598755,0.130913125211871,32.6288483466362,8,"Chamber 3",30
"38.7.R5","Verdelho","10% flowering",38.2103004291845,0.0981115879828328,37.2291845493562,7,"Chamber 2",26
"14.1.R3","Cabernet Sauvignon","10% flowering",44.0274348422497,0.106310013717421,42.9643347050754,4,"Chamber 1",20
"18.5.R4","Durif1","10% flowering",45.0769230769231,0.0538461538461537,44.5384615384615,3,"Chamber 3",30
"18.5.R5","Durif1","10% flowering",43.1233023349167,0.0782765772395799,42.3405365625209,5,"Chamber 3",30
"18.5.R8","Durif1","10% flowering",44.3559448378681,0.188222139396198,42.4737234439061,4,"Chamber 1",20
"20.5.R3","Gewurtztraminer","10% flowering",41.0634920634921,0.268253968253968,38.3809523809524,5,"Chamber 3",30
"13.3.R4","Pinot gris","10% flowering",38.9885468861847,0.12469577666428,37.7415891195419,6,"Chamber 2",26
"16.1.R7","Sauvignon blanc","10% flowering",42.9065880039331,0.170845624385447,41.1981317600787,5,"Chamber 2",26
"20.2.R1","Valdepenas","10% flowering",41.4582988248461,0.0841857862339115,40.616440962507,6,"Chamber 5",37
"20.2.R5","Valdepenas","10% flowering",38.2053364269142,0.0867749419953594,37.3375870069606,6,"Chamber 4",34
"18.5.R7","Durif1","10% flowering",46.9618825359782,0.391287436795021,43.049008168028,4,"Chamber 2",26
"35.3.R6","Tempranillo","10% flowering",40.5284090909091,0.0738636363636363,39.7897727272727,5,"Chamber 3",30
"16.1.R3","Sauvignon blanc","10% flowering",48,0.200000000000001,46,2,"Chamber 1",20
"22.9.R7","Durif2","10% flowering",44.1890977271688,0.0633374491242512,43.5557232359263,4,"Chamber 5",37
"20.2.R6","Valdepenas","10% flowering",42.1509433962264,0.0688679245283019,41.4622641509434,4,"Chamber 4",34
