"plantID","variety","stage","doy","m","intercept","n"
"12.1","Aligote","budburst",65.9086757990868,1.92328767123288,58.2155251141553,6
"12.2","Aligote","budburst",64.410281662399,2.20937561552098,55.5727792003151,8
"12.3","Auxerrois","budburst",67.0432852386237,2.12097669256382,58.5593784683685,8
"12.4","Auxerrois","budburst",65.4361461364371,1.81474296799224,58.1771742644681,7
"12.5","Chardonnay","budburst",64.3066751632946,2.51011629759439,54.266209972917,9
"12.6","Chardonnay","budburst",61.9168460710441,2.31620021528525,52.6520452099031,7
"12.7","Gamay Noir","budburst",68.1892409304106,1.97827127404997,60.2761558342108,8
"12.8","Gamay Noir","budburst",75.3171657528469,1.01602699283003,71.2530577815268,8
"12.9","Melon","budburst",67.85458455378,1.73786659745653,60.9031181639539,7
"12.10","Melon","budburst",65.2780893042575,2.05264797507788,57.067497403946,7
"13.1","Pinot blanc","budburst",65.5311135371179,2.29912663755459,56.3346069868995,8
"13.2","Pinot blanc","budburst",NA,NA,NA,NA
"13.3","Pinot gris","budburst",64.8496921405288,1.92104310032597,57.1655197392249,7
"13.4","Pinot gris","budburst",59.7556832375718,2.21983512365726,50.8763427429428,7
"13.5","Pinot Meunier","budburst",78.3736330498177,0.246051032806806,77.3894289185905,7
"13.6","Pinot Meunier","budburst",63.9054159513033,2.07398158264398,55.6094896207274,7
"13.7","Pinot noir","budburst",NA,NA,NA,NA
"13.8","Pinot noir","budburst",64.3260010843467,2.4279296723724,54.6142823948571,8
"13.9","Cabernet franc","budburst",66.7270352633871,1.63125816282107,60.2020026121028,6
"13.10","Cabernet franc","budburst",68.2044577263106,1.85282032125514,60.79317644129,7
"14.1","Cabernet Sauvignon","budburst",70.7871287128713,1.8789689313759,63.2712529873677,7
"14.2","Cabernet Sauvignon","budburst",NA,NA,NA,NA
"14.3","Carmenere","budburst",68.5540609137056,1.60583756345178,62.1307106598985,7
"14.4","Carmenere","budburst",69.1773627075351,1.80986590038314,61.9378991060026,7
"14.5","Chenin blanc","budburst",61.044352844188,1.84699093157461,53.6563891178895,6
"14.6","Chenin blanc","budburst",61.5912791943433,2.06117420184273,53.3465823869724,7
"14.7","Durif","budburst",NA,NA,NA,NA
"14.8","Durif","budburst",NA,NA,NA,NA
"14.9","Cot","budburst",65.6593424479167,1.81982421875,58.3800455729167,7
"14.10","Cot","budburst",67.5035868005739,1.72166427546628,60.6169296987088,7
"15.1","Folle blance","budburst",78.1596560539159,0.27399488728794,77.0636765047641,7
"15.2","Folle blance","budburst",63.5316770186336,1.9527950310559,55.72049689441,6
"15.3","Merlot","budburst",68.6660386245879,1.79321714554875,61.4931700423928,7
"15.4","Merlot","budburst",68.4828193832599,1.73656387665198,61.536563876652,7
"15.5","Muscadelle du Bordelais","budburst",68.4113014901928,1.90467726267491,60.7925924394932,8
"15.6","Muscadelle du Bordelais","budburst",57.8706066536204,2.53479452054795,47.7314285714286,7
"15.7","Petit Manseng","budburst",66.1614780563639,1.79112687846295,58.9969705425121,7
"15.8","Petit Manseng","budburst",63.3884892086331,2.01798561151079,55.3165467625899,7
"15.9","Petit Verdot","budburst",68.9000445566612,1.7508540026734,61.8966285459676,7
"15.10","Petit Verdot","budburst",68.9389130434783,1.72891304347826,62.0232608695652,7
"16.1","Sauvignon blanc","budburst",76.5085131566967,2.61267413275061,66.0578166256943,8
"16.2","Sauvignon blanc","budburst",70.7585450682749,2.3601350077955,61.3180050370929,8
"16.3","Sauvignon gris","budburst",69.343998015873,1.84548611111111,61.9620535714286,7
"16.4","Sauvignon gris","budburst",67.4664796219728,1.74032782043709,60.5051683402245,7
"16.5","Sauvignon vert","budburst",68.2373198847262,1.70878962536023,61.4021613832853,7
"16.6","Sauvignon vert","budburst",66.1399971399971,1.6951951951952,59.3592163592164,7
"16.7","Tannat","budburst",65.6471107969606,1.92489839194204,57.9475172291924,7
"16.8","Tannat","budburst",68.727216531261,1.89659131049099,61.1408512892971,7
"16.9","Trousseau gris","budburst",67.8955427946404,1.64848236259229,61.3016133442713,7
"16.10","Trousseau gris","budburst",60.3478188754354,1.98440869132526,52.4101841101344,6
"17.1","Durif","budburst",NA,NA,NA,NA
"17.2","Ungni blanc/Trebbiano","budburst",71.5299367299367,2.35224775224775,62.1209457209457,8
"17.3","Alicante Bouschet","budburst",69.32716385411,1.65922700054437,62.6902558519325,7
"17.4","Alicante Bouschet","budburst",57.552380952381,2.20952380952381,48.7142857142857,6
"17.5","Durif","budburst",NA,NA,NA,NA
"17.6","Durif","budburst",NA,NA,NA,NA
"17.7","Burger","budburst",68.2932198415028,1.72673906662753,61.3862635749927,7
"17.8","Burger","budburst",67.4621921359643,1.71539680253493,60.6006049258246,7
"17.9","Carignane","budburst",67.7761283550757,1.73054430949168,60.853951117109,7
"17.10","Carignane","budburst",63.4359625146427,1.99902381882077,55.4398672393596,7
"18.1","Cinsault","budburst",70.9995471014493,2.14877717391304,62.4044384057971,7
"18.2","Cinsault","budburst",69.9569279854148,2.1214676390155,61.4710574293528,8
"18.3","Counoise","budburst",71.3886816358133,2.43239248257901,61.6591117054973,8
"18.4","Counoise","budburst",70.3575129533679,2.37210253613308,60.8691028088355,8
"18.5","Durif","budburst",68.9103271470769,2.10449757565624,60.4923368444519,8
"18.6","Durif","budburst",69.6621413144091,1.78185745140389,62.5347115087936,7
