"variety","n.2014","sd.2014","doy.2014","se.2014","n.2015","sd.2015","doy.2015","se.2015"
"Scarlett",7,19.6868412170674,75.1706989247312,7.44092656582522,14,0.691620101298785,69.9673822716364,0.18484324720471
"Schiopettino",4,NA,39.4761904761905,NA,14,0.487999064181816,69.5716437586329,0.130423235945333
"Siegerrebe",8,16.5985157959143,47.0169230769232,5.8684615384615,14,2.08841506616468,66.792405336886,0.55815240421179
"Souzao",8,13.5751761325092,96.599099099099,4.7995495495495,16,3.22679475304523,78.0193225280788,0.806698688261307
"Suavis",8,4.0938115455554,44.2519047619048,1.447380952381,14,0.466044244848587,67.7715696778888,0.124555563664371
"Sylvaner",NA,NA,63.0000000000001,NA,NA,NA,71.5986542647932,NA
"Symphony",7,6.34168464391218,86.111606706423,2.39693149442698,15,0.905076659132563,69.4609327585178,0.233689788524098
"Syrah",8,0.164991582276837,62.8166666666667,0.0583333333333247,15,0.0877470635347738,69.8012252339987,0.0226561943832522
"Szagos feher",8,8.86369063956445,50.7475757575759,3.13378787878787,14,0.341661736413842,69.1058689373061,0.0913129399879188
"Tannat",7,30.9359216769112,37.875,11.6926793336685,14,2.17796365149539,67.1871636641108,0.582085270338775
"Tempranillo",7,2.09690975292454,67.7108092812678,0.792557389712031,14,1.02067994923264,70.0635503159533,0.272788190827027
"Teroldego",4,NA,64.0541871921183,NA,6,NA,68.8090677657898,NA
"Thompson Seedless",8,19.4630534041544,65.1791237113402,6.88122852233675,14,0.606100898339049,69.3123272944954,0.16198727881433
"Tinta Amarella",8,4.58214448326612,81.2738492202778,1.620032718247,13,0.0883377730361718,69.6219932396571,0.0245004900186321
"Tinta Barroca",4,NA,76.6722408026756,NA,7,NA,68.9772697062342,NA
"Tinta Cao",7,7.49471458093743,72.6108842579555,2.83273584693859,14,0.633580054462739,67.2299150534199,0.169331392206653
"Tinta Carvalha",6,7.25233701696588,71.9389874949577,2.96075418904411,15,4.03948291687284,72.4957076944588,1.04299000428919
"Tinta Francisca",8,0.137719690001474,82.951797801166,0.0486912633514756,15,1.84388507355515,73.1773151507961,0.476089078813303
"Tinta Madeira",7,1.67766664555736,47.7052768034162,0.634098389573246,14,0.573003099139221,67.6874925871107,0.153141519895616
"Tocai Friulano",6,1.45026462366786,71.8975849731665,0.592068053332623,14,1.10343155446519,71.1862250900018,0.294904487611723
"Touriga Nacional",7,11.1824312906633,71.5738396624473,4.22656174973744,14,1.01453299317405,69.2559827269284,0.271145347716825
"Trebbiano toscano",8,1.42822126704986,97.2600950570342,0.504952471482898,16,0.381470224751655,78.9136978740894,0.0953675561879138
"Trousseau gris",7,4.06586399182279,52.125,1.53675214099649,13,5.33704676579376,64.1216808350379,1.48023044412451
"Ungni blanc/Trebbiano",4,NA,97.5112133410006,NA,8,NA,71.5299367299367,NA
"Valdepenas",NA,NA,80.3051948051948,NA,NA,NA,72.7033918925495,NA
"Verdejo",8,24.553246053331,52.6417667844524,8.6808833922261,14,0.957453495833234,68.3297468278888,0.255890210369782
"Verdelho",7,0.487023345275057,57.4889558232933,0.184077522040078,14,0.475406713755392,69.0253461904954,0.12705778873177
"Verdello",6,4.10402283794398,74.5980176211455,1.67546030761528,14,0.204401019754842,69.6140389407986,0.0546284703878452
"Vespolina",8,10.1986322172677,37.8894881013527,3.60576099982877,14,0.00706112549256257,67.4575523701332,0.00188716516844175
"Viognier",8,11.3354656307136,55.0346153846155,4.0076923076923,15,0.0780064321954263,68.4541449938934,0.0201411741859963
"Zinfandel/Primitivo",8,9.30835999358723,87.731300247839,3.29100223659555,14,0.851905123152647,69.7289763548069,0.227681221205333
