Date,RowNum,Num,Rep,BlueTag,Leaves,Flowbuds,Flowers,Notes,,,
17-Jul-2017,12,7,R3,Y,Y,N,N,,,,
17-Jul-2017,14,1,R4,Y,Y,N,N,,,,
17-Jul-2017,22,9,R7,N,Y,Y,N,,,,
17-Jul-2017,38,7,R6,N,Y,Y,N,,,,
17-Jul-2017,18,7,R4,N,Y,N,N,,,,
17-Jul-2017,22,9,R2,N,Y,Y,N,,,,
17-Jul-2017,14,1,R5,N,Y,N,N,,,,
17-Jul-2017,12,7,R1,N,Y,N,N,,,,
17-Jul-2017,19,9,R9,N,Y,N,N,,,,
17-Jul-2017,12,7,R5,N,Y,N,N,,,,
17-Jul-2017,35,3,R4,N,Y,N,N,,,,
17-Jul-2017,20,2,R2,N,Y,N,N,,,,
17-Jul-2017,22,9,R3,N,Y,N,N,,,,
17-Jul-2017,19,9,R7,N,Y,N,N,,,,
17-Jul-2017,19,9,R6,Y,Y,N,N,,,,
17-Jul-2017,22,9,R6,N,Y,N,N,,,,
17-Jul-2017,18,7,R5,Y,Y,N,N,,,,
17-Jul-2017,14,1,R3,Y,Y,N,N,,,,
17-Jul-2017,35,3,R1,N,Y,N,N,,,,
17-Jul-2017,19,9,R2,N,Y,Y,N,,,,
17-Jul-2017,20,2,R5,N,Y,N,N,,,,
17-Jul-2017,38,7,R4,Y,Y,Y,N,,,,
17-Jul-2017,18,7,R6,N,Y,N,N,,,,
17-Jul-2017,18,5,R2,N,Y,N,N,,,,
17-Jul-2017,18,5,R8,N,Y,N,N,,,,
17-Jul-2017,18,5,R3,N,Y,N,N,,,,
17-Jul-2017,14,1,R7,Y,Y,N,N,,,,
17-Jul-2017,12,7,R7,Y,Y,N,N,,,,
17-Jul-2017,19,9,R3,Y,Y,Y,N,,,,
17-Jul-2017,22,9,R8,N,Y,N,N,,,,
17-Jul-2017,20,2,R6,Y,Y,N,N,,,,
17-Jul-2017,18,7,R8,N,Y,N,N,,,,
17-Jul-2017,14,1,R2,Y,Y,N,N,,,,
17-Jul-2017,14,1,R6,N,Y,N,N,,,,
17-Jul-2017,14,1,R1,N,Y,N,N,,,,
17-Jul-2017,20,2,R3,N,Y,N,N,,,,
17-Jul-2017,35,3,R2,Y,Y,N,N,,,,
17-Jul-2017,14,1,R8,Y,Y,N,N,,,,
17-Jul-2017,19,9,R5,Y,Y,N,N,,,,
21-Jul-2017,18,5,R7,N,Y,N,N,,,,
21-Jul-2017,35,3,R6,N,Y,N,N,,,,
21-Jul-2017,20,2,R1,N,Y,N,N,,,,
21-Jul-2017,38,7,R5,N,Y,N,N,,,,
21-Jul-2017,38,7,R1,N,Y,Y,Y,,,,
21-Jul-2017,18,7,R3,N,Y,N,N,,,,
21-Jul-2017,38,7,R2,N,Y,Y,Y,,,,
21-Jul-2017,18,5,R5,N,Y,N,N,,,,
21-Jul-2017,18,7,R9,Y,Y,N,N,,,,
21-Jul-2017,18,5,R1,N,Y,N,N,,,,
21-Jul-2017,19,9,R4,Y,Y,N,N,,,,
21-Jul-2017,12,7,R8,Y,Y,N,N,,,,
21-Jul-2017,38,7,R3,Y,Y,N,N,,,,
21-Jul-2017,12,7,R4,N,Y,N,N,,,,
21-Jul-2017,12,7,R2,N,Y,N,N,,,,
21-Jul-2017,35,3,R3,N,Y,Y,N,,,,
21-Jul-2017,12,7,R6,N,Y,N,N,,,,
21-Jul-2017,18,5,R4,Y,Y,Y,N,,,,
21-Jul-2017,18,7,R2,N,Y,N,N,,,,
21-Jul-2017,18,7,R1,Y,Y,N,N,,,,
21-Jul-2017,20,2,R4,Y,Y,N,N,,,,
21-Jul-2017,18,7,R7,N,Y,N,N,,,,
21-Jul-2017,22,9,R1,N,Y,N,N,,,,
21-Jul-2017,19,9,R1,N,Y,N,N,,,,
21-Jul-2017,22,9,R4,Y,Y,N,N,,,,
21-Jul-2017,22,9,R5,Y,Y,N,N,,,,
21-Jul-2017,12,7,R3,Y,Y,N,N,,,,
21-Jul-2017,14,1,R4,Y,Y,N,N,,,,
21-Jul-2017,22,9,R7,N,Y,Y,N,,,,
21-Jul-2017,38,7,R6,N,Y,Y,N,,,,
21-Jul-2017,18,7,R4,N,Y,N,N,,,,
21-Jul-2017,22,9,R2,N,Y,Y,N,,,,
21-Jul-2017,14,1,R5,N,Y,N,N,,,,
21-Jul-2017,12,7,R1,N,Y,N,N,,,,
21-Jul-2017,19,9,R9,N,Y,N,N,,,,
21-Jul-2017,12,7,R5,N,Y,N,N,,,,
21-Jul-2017,35,3,R4,N,Y,N,N,,,,
21-Jul-2017,20,2,R2,N,Y,N,N,,,,
21-Jul-2017,22,9,R3,N,Y,N,N,,,,
21-Jul-2017,19,9,R7,N,Y,N,N,,,,
21-Jul-2017,19,9,R6,Y,Y,N,N,,,,
21-Jul-2017,22,9,R6,N,Y,N,N,,,,
21-Jul-2017,18,7,R5,Y,Y,N,N,,,,
21-Jul-2017,14,1,R3,Y,Y,N,N,,,,
21-Jul-2017,35,3,R1,N,Y,N,N,,,,
21-Jul-2017,19,9,R2,N,Y,Y,N,,,,
21-Jul-2017,20,2,R5,N,Y,N,N,,,,
21-Jul-2017,38,7,R4,Y,Y,Y,N,,,,
21-Jul-2017,18,7,R6,N,Y,N,N,,,,
21-Jul-2017,18,5,R2,N,Y,N,N,,,,
21-Jul-2017,18,5,R8,N,Y,N,N,,,,
21-Jul-2017,18,5,R3,N,Y,N,N,,,,
21-Jul-2017,14,1,R7,Y,Y,N,N,,,,
21-Jul-2017,12,7,R7,Y,Y,N,N,,,,
21-Jul-2017,19,9,R3,Y,Y,Y,N,,,,
21-Jul-2017,22,9,R8,N,Y,N,N,,,,
21-Jul-2017,20,2,R6,Y,Y,N,N,,,,
21-Jul-2017,18,7,R8,N,Y,N,N,,,,
21-Jul-2017,14,1,R2,Y,Y,N,N,,,,
21-Jul-2017,14,1,R6,N,Y,N,N,,,,
21-Jul-2017,14,1,R1,N,Y,N,N,,,,
21-Jul-2017,20,2,R3,N,Y,N,N,,,,
21-Jul-2017,35,3,R2,Y,Y,N,N,,,,
21-Jul-2017,14,1,R8,Y,Y,N,N,,,,
21-Jul-2017,19,9,R5,Y,Y,N,N,,,,
27-Jul-2017,18,5,R7,N,Y,N,N,,,,
27-Jul-2017,35,3,R6,N,Y,N,N,,,,
27-Jul-2017,20,2,R1,N,Y,N,N,,,,
27-Jul-2017,38,7,R5,N,Y,N,N,,,,
27-Jul-2017,38,7,R1,N,Y,Y,Y,,,,
27-Jul-2017,18,7,R3,N,Y,N,N,,,,
27-Jul-2017,38,7,R2,N,Y,Y,Y,,,,
27-Jul-2017,18,5,R5,N,Y,N,N,,,,
27-Jul-2017,18,7,R9,Y,Y,N,N,,,,
27-Jul-2017,18,5,R1,N,Y,N,N,,,,
27-Jul-2017,19,9,R4,Y,Y,N,N,,,,
27-Jul-2017,12,7,R8,Y,Y,N,N,,,,
27-Jul-2017,38,7,R3,Y,Y,N,N,,,,
27-Jul-2017,12,7,R4,N,Y,N,N,,,,
27-Jul-2017,12,7,R2,N,Y,N,N,,,,
27-Jul-2017,35,3,R3,N,Y,Y,Y,,,,
27-Jul-2017,12,7,R6,N,Y,N,N,,,,
27-Jul-2017,18,5,R4,Y,Y,Y,N,FIX PATCWEK FLOWBUDSGV,,,
27-Jul-2017,18,7,R2,N,Y,N,N,,,,
27-Jul-2017,18,7,R1,Y,Y,N,N,,,,
27-Jul-2017,20,2,R4,Y,Y,N,N,,,,
27-Jul-2017,18,7,R7,N,Y,N,N,,,,
27-Jul-2017,22,9,R1,N,Y,N,N,,,,
27-Jul-2017,19,9,R1,N,Y,N,N,,,,
27-Jul-2017,22,9,R4,Y,Y,N,N,,,,
27-Jul-2017,22,9,R5,Y,Y,N,N,,,,
27-Jul-2017,12,7,R3,Y,Y,N,N,,,,
27-Jul-2017,14,1,R4,Y,Y,N,N,,,,
27-Jul-2017,22,9,R7,N,Y,Y,N,,,,
27-Jul-2017,38,7,R6,N,Y,Y,Y,,,,
27-Jul-2017,18,7,R4,N,Y,N,N,,,,
27-Jul-2017,22,9,R2,N,Y,Y,Y,,,,
27-Jul-2017,14,1,R5,N,Y,N,N,,,,
27-Jul-2017,12,7,R1,N,Y,N,N,,,,
27-Jul-2017,19,9,R9,N,Y,N,N,,,,
27-Jul-2017,12,7,R5,N,Y,N,N,,,,
27-Jul-2017,35,3,R4,N,Y,N,N,,,,
27-Jul-2017,20,2,R2,N,Y,N,N,,,,
27-Jul-2017,22,9,R3,N,Y,N,N,,,,
27-Jul-2017,19,9,R7,N,Y,N,N,,,,
27-Jul-2017,19,9,R6,Y,Y,N,N,,,,
27-Jul-2017,22,9,R6,N,Y,N,N,,,,
27-Jul-2017,18,7,R5,Y,Y,N,N,,,,
27-Jul-2017,14,1,R3,Y,Y,N,N,,,,
27-Jul-2017,35,3,R1,N,Y,N,N,,,,
27-Jul-2017,19,9,R2,N,Y,Y,N,,,,
27-Jul-2017,20,2,R5,N,Y,N,N,,,,
27-Jul-2017,38,7,R4,Y,Y,Y,N,,,,
27-Jul-2017,18,7,R6,N,Y,N,N,,,,
27-Jul-2017,18,5,R2,N,Y,N,N,,,,
27-Jul-2017,18,5,R8,N,Y,N,N,,,,
27-Jul-2017,18,5,R3,N,Y,N,N,,,,
27-Jul-2017,14,1,R7,Y,Y,N,N,,,,
27-Jul-2017,12,7,R7,Y,Y,N,N,,,,
27-Jul-2017,19,9,R3,Y,Y,Y,Y,,,,
27-Jul-2017,22,9,R8,N,Y,N,N,,,,
27-Jul-2017,20,2,R6,Y,Y,N,N,,,,
27-Jul-2017,18,7,R8,N,Y,N,N,,,,
27-Jul-2017,14,1,R2,Y,Y,N,N,,,,
27-Jul-2017,14,1,R6,N,Y,N,N,,,,
27-Jul-2017,14,1,R1,N,Y,N,N,,,,
27-Jul-2017,20,2,R3,N,Y,N,N,,,,
27-Jul-2017,35,3,R2,Y,Y,N,N,,,,
27-Jul-2017,14,1,R8,Y,Y,N,N,,,,
27-Jul-2017,19,9,R5,Y,Y,N,N,,,,
2-Aug-2017,14,1,R2,N,Y,N,N,,,,
2-Aug-2017,14,1,R1,N,Y,N,N,,,,
2-Aug-2017,14,8,R8,Y,Y,N,N,,,,
2-Aug-2017,14,1,R6,N,Y,N,N,,,,
2-Aug-2017,19,9,R5,N,Y,N,N,,,,
2-Aug-2017,20,2,R3,Y,Y,N,N,,,,
2-Aug-2017,35,3,R2,Y,Y,N,N,,,,
2-Aug-2017,18,7,R8,Y,Y,N,N,,,,
2-Aug-2017,12,7,R7,Y,Y,N,N,,,,
2-Aug-2017,18,5,R8,N,Y,N,N,,,,
2-Aug-2017,18,5,R3,Y,Y,N,N,,,,
2-Aug-2017,14,1,R7,Y,Y,N,N,,,,
2-Aug-2017,19,9,R2,N,Y,N,N,,,,
2-Aug-2017,18,5,R2,N,Y,N,N,,,,
2-Aug-2017,12,7,R5,N,Y,N,N,,,,
2-Aug-2017,35,3,R1,N,Y,N,N,,,,
2-Aug-2017,18,7,R6,N,Y,N,N,,,,
2-Aug-2017,19,9,R3,N,Y,N,N,,,,
2-Aug-2017,18,7,R6,N,Y,N,N,,,,
2-Aug-2017,38,7,R4,N,Y,N,N,,,,
2-Aug-2017,22,9,R8,Y,Y,N,N,,,,
2-Aug-2017,20,2,R6,N,Y,N,N,,,,
2-Aug-2017,20,2,R5,Y,Y,N,N,,,,
2-Aug-2017,18,7,R5,Y,Y,N,N,,,,
2-Aug-2017,14,1,R3,N,Y,N,N,,,,
2-Aug-2017,22,9,R6,Y,Y,N,N,,,,
2-Aug-2017,19,9,R6,N,Y,N,N,,,,
2-Aug-2017,22,9,R2,N,Y,N,N,,,,
2-Aug-2017,14,1,R5,N,Y,N,N,,,,
2-Aug-2017,19,9,R7,Y,Y,N,N,,,,
2-Aug-2017,12,7,R1,N,Y,N,N,,,,
2-Aug-2017,22,9,R3,N,Y,N,N,,,,
2-Aug-2017,20,2,R2,N,Y,N,N,,,,
2-Aug-2017,35,3,R4,N,Y,N,N,,,,
2-Aug-2017,19,9,R9,N,Y,N,N,,,,
2-Aug-2017,18,7,R4,N,Y,N,N,,,,
2-Aug-2017,38,7,R6,N,Y,Y,N,,,,
2-Aug-2017,18,7,R9,Y,Y,N,N,,,,
2-Aug-2017,22,9,R7,N,Y,N,N,,,,
2-Aug-2017,20,2,R4,N,Y,N,N,,,,
2-Aug-2017,18,7,R7,N,Y,N,N,,,,
2-Aug-2017,14,1,R4,N,Y,N,N,,,,
2-Aug-2017,18,7,R2,Y,Y,N,N,,,,
2-Aug-2017,18,5,R4,N,Y,N,N,,,,
2-Aug-2017,12,7,R3,Y,Y,N,N,,,,
2-Aug-2017,12,7,R6,Y,Y,N,N,,,,
2-Aug-2017,22,9,R1,N,Y,N,N,,,,
2-Aug-2017,19,9,R1,Y,Y,N,N,,,,
2-Aug-2017,22,9,R5,Y,Y,N,N,,,,
2-Aug-2017,35,3,R3,N,Y,N,N,,,,
2-Aug-2017,22,9,R4,Y,Y,N,N,,,,
2-Aug-2017,12,7,R2,N,Y,N,N,,,,
2-Aug-2017,12,7,R4,N,Y,N,N,,,,
2-Aug-2017,18,7,R3,N,Y,N,N,,,,
2-Aug-2017,38,7,R2,N,Y,Y,N,,,,
2-Aug-2017,18,5,R5,N,Y,N,N,,,,
2-Aug-2017,38,7,R3,N,Y,N,N,,,,
2-Aug-2017,12,7,R8,Y,Y,N,N,,,,
2-Aug-2017,18,7,R9,N,Y,N,N,,,,
2-Aug-2017,19,9,R4,Y,Y,N,N,,,,
2-Aug-2017,18,5,R1,Y,Y,N,N,,,,
2-Aug-2017,18,5,R7,N,Y,N,N,,,,
2-Aug-2017,38,7,R5,N,Y,N,N,,,,
2-Aug-2017,35,3,R6,N,Y,N,N,,,,
2-Aug-2017,20,2,R1,N,Y,N,N,,,,
2-Aug-2017,38,7,R1,N,Y,Y,N,,,,
8-Aug-2017,14,1,R2,N,Y,N,N,,,,
8-Aug-2017,14,1,R1,N,Y,N,N,,,,
8-Aug-2017,14,1,R6,N,Y,N,N,,,,
8-Aug-2017,14,1,R8,Y,Y,N,N,,,,
8-Aug-2017,19,9,R5,N,Y,N,N,,,,
8-Aug-2017,20,2,R3,Y,Y,N,N,,,,
8-Aug-2017,18,7,R8,Y,Y,N,N,,,,
8-Aug-2017,35,3,R2,Y,Y,N,N,,,,
8-Aug-2017,12,7,R7,Y,Y,N,N,,,,
8-Aug-2017,18,5,R8,N,Y,N,N,,,,
8-Aug-2017,18,5,R3,Y,Y,N,N,,,,
8-Aug-2017,14,1,R7,Y,Y,N,N,,,,
8-Aug-2017,19,9,R2,N,Y,Y,N,,,,
8-Aug-2017,35,3,R1,N,Y,N,N,,,,
8-Aug-2017,18,5,R2,N,Y,N,N,,,,
8-Aug-2017,19,9,R3,N,Y,Y,Y,,,,
8-Aug-2017,18,7,R6,N,Y,N,N,,,,
8-Aug-2017,38,7,R4,N,Y,N,N,,,,
8-Aug-2017,22,9,R8,Y,Y,N,N,,,,
8-Aug-2017,20,2,R5,Y,Y,N,N,,,,
8-Aug-2017,20,2,R6,N,Y,N,N,,,,
8-Aug-2017,18,7,R5,Y,Y,N,N,,,,
8-Aug-2017,22,9,R6,Y,Y,N,N,,,,
8-Aug-2017,19,9,R6,N,Y,N,N,,,,
8-Aug-2017,22,9,R2,N,Y,Y,Y,,,,
8-Aug-2017,14,1,R5,N,Y,N,N,,,,
8-Aug-2017,19,9,R7,Y,Y,N,N,,,,
8-Aug-2017,12,7,R1,N,Y,N,N,,,,
8-Aug-2017,22,9,R3,N,Y,N,N,,,,
8-Aug-2017,19,9,R9,N,Y,N,N,,,,
8-Aug-2017,12,7,R5,N,Y,N,N,,,,
8-Aug-2017,20,12,R2,N,Y,N,N,,,,
8-Aug-2017,35,3,R4,N,Y,N,N,,,,
8-Aug-2017,18,7,R4,N,Y,N,N,,,,
8-Aug-2017,38,7,R6,N,Y,Y,Y,,,,
8-Aug-2017,18,7,R1,Y,Y,N,N,,,,
8-Aug-2017,22,9,R7,N,Y,N,N,,,,
8-Aug-2017,20,2,R4,N,Y,N,N,,,,
8-Aug-2017,14,1,R4,N,Y,N,N,,,,
8-Aug-2017,18,7,R2,Y,Y,N,N,,,,
8-Aug-2017,18,7,R7,N,Y,N,N,,,,
8-Aug-2017,18,5,R4,N,Y,N,N,,,,
8-Aug-2017,12,7,R6,Y,Y,N,N,,,,
8-Aug-2017,22,9,R1,N,Y,N,N,,,,
8-Aug-2017,12,7,R3,Y,Y,N,N,,,,
8-Aug-2017,19,9,R1,Y,Y,N,N,,,,
8-Aug-2017,22,9,R5,Y,Y,N,N,,,,
8-Aug-2017,22,9,R4,N,Y,N,N,,,,
8-Aug-2017,35,3,R3,N,Y,Y,Y,,,,
8-Aug-2017,12,7,R2,N,Y,N,N,,,,
8-Aug-2017,12,7,R4,N,Y,N,N,,,,
8-Aug-2017,18,7,R3,N,Y,N,N,,,,
8-Aug-2017,38,7,R2,N,Y,Y,Y,,,,
8-Aug-2017,18,5,R5,N,Y,N,N,,,,
8-Aug-2017,38,7,R3,N,Y,N,N,,,,
8-Aug-2017,12,7,R8,Y,Y,N,N,,,,
8-Aug-2017,18,7,R9,N,Y,N,N,,,,
8-Aug-2017,18,5,R1,Y,Y,N,N,,,,
8-Aug-2017,19,9,R4,Y,Y,N,N,,,,
8-Aug-2017,18,5,R7,N,Y,N,N,,,,
8-Aug-2017,38,7,R5,N,Y,N,N,,,,
8-Aug-2017,35,3,R6,N,Y,N,N,,,,
8-Aug-2017,20,2,R1,N,Y,N,N,,,,
8-Aug-2017,38,7,R1,N,Y,Y,Y,,,,
14-Aug-2017,18,7,R8,Y,Y,N,N,,,,
14-Aug-2017,19,9,R5,N,Y,N,N,,,,
14-Aug-2017,20,2,R3,Y,Y,N,N,,,,
14-Aug-2017,14,1,R8,Y,Y,N,N,,,,
14-Aug-2017,14,1,R7,Y,Y,N,N,,,,
14-Aug-2017,14,1,R6,N,Y,N,N,,,,
14-Aug-2017,18,5,R8,N,Y,N,N,,,,
14-Aug-2017,35,3,R2,Y,Y,N,N,,,,
14-Aug-2017,22,9,R5,Y,Y,N,N,,,,
14-Aug-2017,12,7,R2,N,Y,N,N,,,,
14-Aug-2017,22,9,R4,Y,Y,N,N,,,,
14-Aug-2017,19,9,R1,Y,Y,N,N,,,,
14-Aug-2017,12,7,R7,Y,Y,N,N,,,,
14-Aug-2017,18,5,R3,Y,Y,N,N,,,,
14-Aug-2017,14,1,R2,N,Y,N,N,,,,
14-Aug-2017,14,1,R1,N,Y,N,N,,,,
14-Aug-2017,19,9,R2,N,Y,N,N,,,,
14-Aug-2017,35,3,R1,N,Y,N,N,,,,
14-Aug-2017,22,9,R3,N,Y,N,N,,,,
14-Aug-2017,19,9,R3,N,Y,N,N,GRAPES!,,,
14-Aug-2017,18,7,R6,N,Y,N,N,,,,
14-Aug-2017,22,9,R8,Y,Y,N,N,trying to grow roots,,,
14-Aug-2017,20,2,R6,N,Y,N,N,trying to grow roots,,,
14-Aug-2017,14,1,R3,N,Y,N,N,,,,
14-Aug-2017,20,2,R5,Y,Y,N,N,,,,
14-Aug-2017,38,7,R4,N,Y,N,N,,,,
14-Aug-2017,20,2,R2,N,Y,N,N,,,,
14-Aug-2017,18,5,R2,N,Y,N,N,,,,
14-Aug-2017,18,7,R5,Y,Y,N,N,,,,
14-Aug-2017,22,9,R6,Y,Y,N,N,,,,
14-Aug-2017,22,9,R2,N,Y,N,N,GRAPES!,,,
14-Aug-2017,19,9,R6,N,Y,N,N,,,,
14-Aug-2017,14,1,R5,Y,Y,N,N,,,,
14-Aug-2017,19,9,R7,Y,Y,N,N,,,,
14-Aug-2017,12,7,R1,N,Y,N,N,,,,
14-Aug-2017,19,9,R9,N,Y,N,N,,,,
14-Aug-2017,12,7,R5,N,Y,N,N,,,,
14-Aug-2017,35,3,R4,N,Y,N,N,,,,
14-Aug-2017,35,3,R3,N,Y,N,N,GRAPES!,,,
14-Aug-2017,22,9,R1,N,Y,N,N,,,,
14-Aug-2017,12,7,R3,Y,Y,N,N,,,,
14-Aug-2017,18,7,R7,N,Y,N,N,,,,
14-Aug-2017,14,1,R4,N,Y,N,N,,,,
14-Aug-2017,22,9,R7,N,Y,N,N,,,,
14-Aug-2017,38,7,R6,N,Y,N,N,GRAPES!,,,
14-Aug-2017,18,7,R4,N,Y,N,N,,,,
14-Aug-2017,20,2,R4,N,Y,N,N,,,,
14-Aug-2017,18,7,R2,Y,Y,N,N,,,,
14-Aug-2017,18,5,R4,N,Y,N,N,,,,
14-Aug-2017,12,7,R6,Y,Y,N,N,,,,
14-Aug-2017,12,7,R4,N,Y,N,N,,,,
14-Aug-2017,18,7,R3,N,Y,N,N,,,,
14-Aug-2017,38,7,R2,N,Y,N,N,GRAPES!,,,
14-Aug-2017,18,7,R1,Y,Y,N,N,,,,
14-Aug-2017,19,9,R4,Y,Y,N,N,,,,
14-Aug-2017,18,5,R1,Y,Y,N,N,,,,
14-Aug-2017,18,7,R9,N,Y,N,N,,,,
14-Aug-2017,38,7,R3,N,Y,N,N,,,,
14-Aug-2017,18,5,R5,N,Y,N,N,,,,
14-Aug-2017,38,7,R1,N,Y,N,N,GRAPES!,,,
14-Aug-2017,38,7,R5,N,Y,N,N,,,,
14-Aug-2017,18,5,R7,N,Y,N,N,,,,
14-Aug-2017,35,3,R6,N,Y,N,N,,,,
14-Aug-2017,20,2,R1,N,Y,N,N,,,,
